"Cycle_Index","Discharge Time (s)","Decrement 3.6-3.4V (s)","Max. Voltage Dischar. (V)","Min. Voltage Charg. (V)","Time at 4.15V (s)","Time constant current (s)","Charging time (s)","RUL"
"566","1617.69","483","3.928","3.534","3140.3120000008","4004.31","8180.81","547"
"567","1616","483","3.928","3.535","3133.1120000016","4004.31","8214.44","546"
"568","1614.56","480","3.927","3.536","3125.9120000005","4004.31","8200.31","545"
"569","1613.44","480","3.928","3.536","3116.3129999992","4004.31","8228.38","544"
"570","1611.75","481.71428571455","3.928","3.535","3116.3129999992","4004.31","8205.94","543"
"571","1609.94","481.71428571455","3.928","3.536","3110.3129999992","3968.31","8148.81","542"
"572","1609","479","3.928","3.537","3104.25","3968.25","8191.62","541"
"573","1607.56","480.4285714291","3.928","3.536","3104.25","3968.25","8220.38","540"
"574","1604.75","479.14285714366","3.927","3.537","3092.1870000008","3968.19","8222.88","539"
"575","1576.81","480","3.914","3.741","2919.3120000008","3871","8444.38","538"
"576","1595.38","476","3.914","3.849","2834.375","3788.38","8369.19","537"
"577","1597.25","474.91914285719","3.919","3.544","3050.375","3932.38","8263.75","536"
"578","1600.69","476","3.921","3.543","3050.3129999992","3932.31","8259.88","535"
"579","1606.44","477.85714285634","3.925","3.542","3068.375","3932.38","8245.94","534"
"580","1606.75","479.14285714366","3.925","3.54","3086.25","3968.25","8234.94","533"
"581","1603.12","476","3.926","3.539","3086.3129999992","3968.31","8222.38","532"
"582","1601.06","476.5714285709","3.924","3.54","3074.3120000008","3932.31","8236.25","531"
"583","1598.88","475.28571428545","3.925","3.54","3068.3120000008","3932.31","8240.88","530"
"584","1599.69","478","3.925","3.541","3061.1750000007","3932.38","8231.94","529"
"585","1595.81","474","3.924","3.539","3062.3120000008","3932.31","8222.94","528"
"586","1593.25","473","3.923","3.541","3050.3120000008","3932.31","8194.5","527"
"587","1593.25","472.71428571455","3.924","3.541","3044.375","3932.38","8173.06","526"
"588","1592.19","473","3.924","3.541","3044.25","3932.25","8163.06","525"
"589","1584","474.4285714291","3.923","3.542","3039.5749999992","3932.38","8160.62","524"
"590","1589.56","473.14285714366","3.923","3.541","3038.3129999992","3896.31","8149.5","523"
"591","1588.75","474","3.922","3.541","3032.3120000008","3896.31","8177.06","522"
"592","1587.25","471.85714285634","3.922","3.541","3032.375","3896.38","8169.19","521"
"593","1584.88","472","3.922","3.542","3026.3120000008","3896.31","8186","520"
"594","1581.88","466.28571428545","3.921","3.543","3020.375","3896.38","8164.44","519"
"595","1578.88","468","3.921","3.543","3014.3120000008","3896.31","8170.38","518"
"596","1575.94","466.71428571455","3.92","3.544","3003.5129999984","3860.31","8133.75","517"
"597","1573.88","464","3.92","3.544","2996.25","3860.25","8122.12","516"
"598","1571.5","465.14285714366","3.919","3.545","2990.375","3860.38","8074.38","515"
"599","1545.88","463.125","3.91","3.744","2807.25","3752","8415.62","514"
"600","190639.55","178781.414","4.247","3.323","59789.986000001","71163.81","71163.81","513"
"601","1582.43","466.28571428545","3.895","3.571","3500.3519999999","4652.35","10440","512"
"602","1602.05","473","3.909","3.566","3044.3530000001","3932.35","8378.82","511"
"603","1609.82","475","3.913","3.56","3110.3200000003","3968.32","8294.34","510"
"604","1612.67","476.12957142852","3.915","3.558","3128.318","4004.32","8288.48","509"
"605","1611.62","475.4285714291","3.916","3.556","3134.3519999981","4004.35","8233.38","508"
"606","1610.53","476","3.916","3.556","3133.1520000007","4004.35","8236.99","507"
"607","1609.34","475.71428571455","3.917","3.556","3125.8539999984","4004.26","8265.44","506"
"608","1607.07","476","3.916","3.555","3116.3200000003","3968.32","8250.17","505"
"609","1605.09","474","3.917","3.556","3110.3519999999","3968.35","8245.89","504"
"610","1601.53","474","3.917","3.555","3098.2899999991","3968.29","8234.02","503"
"611","1598.47","474.4285714291","3.916","3.555","3086.3510000016","3968.35","8260.45","502"
"612","1594.76","473.14285714366","3.915","3.555","3074.3200000003","3932.32","8220.89","501"
"613","1592.87","473.14285714366","3.916","3.556","3062.3200000003","3932.32","8259.8","500"
"614","1589.92","471","3.916","3.555","3053.8580000009","3932.26","8222.01","499"
"615","1587.91","470.85714285634","3.916","3.555","3046.7290000003","3896.33","8220.27","498"
"616","1585.86","468.85714285634","3.916","3.555","3038.3590000011","3896.36","8234.66","497"
"617","1583.84","468","3.916","3.555","3032.3279999997","3896.33","8260.97","496"
"618","1580.97","469","3.915","3.555","3026.3279999997","3896.33","8236.14","495"
"619","1578.52","466.28571428545","3.915","3.555","3017.8189999983","3896.22","8203.36","494"
"620","1576.45","465","3.915","3.555","3008.4839999992","3860.48","8251.23","493"
"621","1573.47","465.71428571455","3.914","3.556","3002.3289999999","3860.33","8229.86","492"
"622","1570.94","465.4285714291","3.914","3.556","2990.375","3860.38","8180.38","491"
"623","1569.22","463","3.913","3.556","2984.2810000014","3860.28","8227.67","490"
"624","1527.88","463.21899999864","3.895","3.743","2772.3909999989","3717","8520.67","489"
"625","1544.66","457","3.897","3.861","2679.5749999992","3608.38","8349.81","488"
"626","1561.56","461.14285714366","3.906","3.567","2900.3440000005","3752.34","8209.66","487"
"627","1567.19","461.5714285709","3.91","3.56","2960.3120000008","3824.31","8231.78","486"
"628","1566.88","462.85714285634","3.912","3.558","2974.7440000009","3824.34","8223.72","485"
"629","1564.19","461","3.911","3.557","2972.3120000008","3824.31","8162.56","484"
"630","1561.19","461.5714285709","3.912","3.558","2966.3440000005","3824.34","8170.94","483"
"631","1558.16","460","3.911","3.558","2960.3440000005","3824.34","8188.59","482"
"632","1555.38","459","3.911","3.558","2948.375","3824.38","8142.44","481"
"633","1552.56","457.71428571455","3.911","3.559","2938.8690000009","3788.47","8156.38","480"
"634","1549.56","454.71428571455","3.911","3.559","2930.375","3788.38","8136.09","479"
"635","1547.47","456.4285714291","3.91","3.56","2918.4059999995","3788.41","8161.53","478"
"636","1545.34","453.40642857179","3.91","3.56","2912.4680000003","3788.47","8151.09","477"
"637","1543.88","454","3.91","3.56","2906.2180000003","3752.22","8158.66","476"
"638","1542.94","454","3.91","3.561","2895.4189999998","3752.22","8175.72","475"
"639","1540.66","452.14285714366","3.91","3.561","2888.2190000005","3752.22","8134.34","474"
"640","1539.12","453.25714285672","3.91","3.561","2882.375","3752.38","8146","473"
"641","1537.06","452.5714285709","3.909","3.561","2876.3440000005","3752.34","8139.88","472"
"642","1534.94","451.28571428545","3.909","3.561","2870.375","3716.38","8144.38","471"
"643","1533.31","450","3.908","3.563","2864.375","3716.38","8153.69","470"
"644","1531.62","450","3.908","3.563","2858.25","3716.25","8144.56","469"
"645","1529.44","449","3.907","3.563","2852.3439999986","3716.34","8095.56","468"
"646","1528.25","447.4285714291","3.907","3.563","2846.3440000005","3716.34","8137.16","467"
"647","1525.56","446.14285714366","3.907","3.563","2840.3439999986","3716.34","8118.78","466"
"650","1503.58","437","3.9","3.576","2726.3519999999","3572.35","7927.39","463"
"651","1509.15","438.01699999906","3.904","3.572","2780.3520000018","3608.35","8022.75","462"
"652","1510.05","439.21979999915","3.904","3.57","2792.3200000003","3644.32","8061.76","461"
"653","1508.93","438","3.903","3.569","2798.3229999989","3644.32","8044.45","460"
"654","1507.11","436.71428571455","3.904","3.57","2798.3210000005","3644.32","8051.81","459"
"655","1505.15","435.4285714291","3.903","3.572","2792.4809999987","3644.48","8077.15","458"
"656","1502.2","434.74285714328","3.902","3.571","2786.3200000003","3644.32","8057.57","457"
"657","1503.13","435.4285714291","3.904","3.57","2780.3210000005","3608.32","8037.16","456"
"658","1502.17","433.71428571455","3.905","3.569","2780.3200000003","3644.32","8071.81","455"
"659","1488","433.71428571455","3.905","3.571","2780.3519999999","3608.35","8028.67","454"
"660","1498.43","433.71428571455","3.904","3.57","2768.3829999994","3608.38","8064","453"
"661","1497.47","435.4285714291","3.905","3.57","2765.8579999991","3608.26","8021.63","452"
"662","1497.44","433.02857142873","3.905","3.571","2762.3519999999","3608.35","8054.95","451"
"663","1496.64","432.43632142805","3.905","3.57","2756.3519999981","3608.35","8051.81","450"
"664","1495.84","434.14285714366","3.905","3.57","2751.5439999979","3608.34","8048","449"
"665","1494.75","431.14285714366","3.904","3.57","2750.3279999997","3608.33","8056.81","448"
"666","1492.98","431.65714285709","3.904","3.571","2744.3440000005","3608.34","8050.5","447"
"667","1490.75","431.5714285709","3.903","3.571","2738.3120000008","3572.31","8029.59","446"
"668","1488.55","428.5714285709","3.903","3.571","2732.3280000016","3572.33","8036.33","445"
"669","1486.75","430.28571428545","3.903","3.572","2726.3279999997","3572.33","8051.05","444"
"670","1484.8","427.28571428545","3.903","3.573","2720.3129999992","3572.31","8025.56","443"
"671","1482.98","427.19999999925","3.903","3.573","2714.3589999992","3572.36","8053.77","442"
"672","1440.22","430.79700000025","3.884","3.764","2492.2810000014","3430.02","8405.56","441"
"673","1454.5","422.0571428556","3.885","3.879","2391.5429999996","3320.34","8164.44","440"
"674","1465.78","425.21859999932","3.89","3.584","2606.3129999992","3464.31","8108.56","439"
"675","1474.34","427.19999999925","3.895","3.581","2648.2809999995","3500.28","8062.22","438"
"676","1472.66","426","3.896","3.578","2672.3129999992","3536.31","8042.94","437"
"677","1474.47","425.4857142847","3.897","3.582","2666.3129999992","3500.31","8029.16","436"
"678","1474","424.28571428545","3.897","3.577","2672.2810000014","3536.28","8051.88","435"
"679","1473.09","426.52668571472","3.896","3.578","2672.3440000005","3500.34","8036.84","434"
"680","1472.38","423","3.897","3.577","2672.3439999986","3536.34","8033.84","433"
"681","1468.38","423.4285714291","3.896","3.578","2666.375","3500.38","8018.59","432"
"682","1469.06","421.71428571455","3.897","3.579","2654.2190000005","3500.22","8027.91","431"
"683","1467.44","421.71428571455","3.897","3.578","2660.3440000005","3500.34","8032.88","430"
"684","1465.06","420","3.897","3.578","2654.3440000005","3500.34","8008.81","429"
"685","1463.72","421.5","3.897","3.579","2648.2180000003","3500.22","8015.53","428"
"686","1462.69","421.71428571455","3.898","3.579","2643.5120000001","3500.31","8014.78","427"
"687","1462.16","421.71428571455","3.897","3.58","2642.25","3500.25","8003.38","426"
"688","1462.28","421.71428571455","3.897","3.581","2636.3129999992","3464.31","8019.66","425"
"689","1460.62","420.4285714291","3.897","3.58","2630.3440000005","3464.34","8000.41","424"
"690","1459.75","418.62857142836","3.896","3.581","2624.3430000003","3464.34","8004","423"
"691","1457.81","419.14285714366","3.897","3.58","2624.375","3464.38","8038.5","422"
"692","1454.94","416.14285714366","3.897","3.581","2618.375","3464.38","7986.59","421"
"693","1453.81","417","3.896","3.581","2612.3440000005","3464.34","8050.72","420"
"694","1452.91","417.25714285672","3.896","3.581","2606.2810000014","3428.28","8034.41","419"
"695","1451.94","415.5","3.896","3.582","2606.3129999992","3428.31","8049.38","418"
"696","1413.25","422.40699999966","3.878","3.769","2394.3439999986","3325","8388","417"
"697","189082.15","174964.381","4.241","3.34","57809.98","69138.08","69138.08","416"
"698","1393.18","389.40000000037","3.885","3.598","2580.3199999984","4600.38","10252.38","415"
"699","1407.39","391.19999999925","3.9","3.618","2510.3519999999","3320.35","7949.47","414"
"700","1410.59","390.90000000037","3.904","3.613","2558.3820000011","3356.38","7853.76","413"
"701","1409.44","390.30000000075","3.906","3.612","2569.4948571436","3356.35","7777.79","412"
"702","1406.34","388.80000000075","3.906","3.611","2564.222000001","3356.22","7750.91","411"
"703","1402.72","388.80000000075","3.907","3.612","2552.3519999999","3356.35","7755.65","410"
"704","1401.22","388.80000000075","3.907","3.611","2540.3560000025","3356.36","7743.14","409"
"705","1398.69","386.40000000037","3.907","3.611","2528.3120000008","3320.31","7762.3","408"
"706","1380.38","382.5","3.903","3.611","2516.2269999999","3320.23","7723.14","407"
"707","1369.63","380.38050000183","3.9","3.615","2450.3200000003","3248.32","7685.12","406"
"708","1366.11","379.5","3.9","3.617","2414.3209999986","3212.32","7691.17","405"
"709","1365.63","377.08062499948","3.9","3.616","2402.3209999986","3212.32","7764.99","404"
"710","1362.88","378.17142857052","3.899","3.616","2396.2579999994","3212.26","7720.03","403"
"711","1361.54","377.4857142847","3.899","3.616","2390.2269999999","3176.23","7737.66","402"
"712","1359.47","376.80000000075","3.898","3.616","2384.375","3176.38","7734.75","401"
"713","1354.17","375","3.897","3.617","2378.3589999974","3176.36","7713.56","400"
"714","1350.88","373.19999999925","3.896","3.617","2360.3129999992","3176.31","7700.92","399"
"715","1345.61","372.30000000075","3.896","3.617","2348.2650000006","3140.27","7714.89","398"
"716","1341.34","371.40000000037","3.895","3.617","2336.3279999997","3140.33","7716","397"
"717","1335.69","368.5","3.895","3.618","2322.6297142859","3104.34","7706.41","396"
"718","1333.31","367.19999999925","3.895","3.619","2306.25","3104.25","7640.25","395"
"719","1330.53","367.19999999925","3.894","3.619","2300.25","3104.25","7660.74","394"
"720","1328.45","367.19999999925","3.895","3.62","2291.8195714317","3068.39","7649.83","393"
"721","1295.42","372","3.881","3.794","2051.3910000008","2940","8048.64","392"
"722","1305.53","363.5","3.884","3.902","2000.375","2852.38","7894.44","391"
"723","1317.78","364.19999999925","3.889","3.627","2214.6607142854","2996.38","7729.34","390"
"724","1326.88","366.30000000075","3.894","3.623","2252.3226666674","3032.31","7666.56","389"
"725","1326.03","366.30000000075","3.895","3.621","2276.3129999992","3068.31","7654.62","388"
"726","1324.25","366.30000000075","3.896","3.622","2271.2631428577","3068.41","7693.31","387"
"727","1321.59","365.5","3.895","3.621","2265.9642857145","3068.25","7680.44","386"
"728","1318.31","365","3.895","3.621","2258.3129999992","3032.31","7680.91","385"
"729","1315.72","364.5","3.895","3.623","2250.5047142841","3032.22","7652.28","384"
"730","1314.34","364","3.894","3.622","2240.375","3032.38","7684.53","383"
"731","1310.66","362.69999999925","3.894","3.622","2234.3430000003","3032.34","7647.91","382"
"732","1309.88","364.19999999925","3.893","3.622","2222.375","3032.38","7676.38","381"
"733","1308.62","363.30000000075","3.893","3.622","2219.7725714296","2996.34","7659.06","380"
"734","1305.47","362","3.892","3.621","2216.3440000005","2996.34","7649.38","379"
"735","1304.75","361.33333333395","3.892","3.622","2210.4059999995","2996.41","7624.44","378"
"736","1300.12","360.59999999963","3.892","3.622","2209.4548571445","2996.31","7628.94","377"
"737","1295.75","358.5","3.891","3.623","2198.3440000005","2996.34","7632","376"
"738","1292.22","358","3.891","3.644","2183.7725714277","2960.34","7603.47","375"
"739","1289","356","3.89","3.624","2174.3430000003","2960.34","7627.94","374"
"740","1284.22","354.93333333358","3.889","3.625","2156.1879999992","2960.19","7600.59","373"
"741","1281.09","355.19999999925","3.888","3.626","2144.4069999996","2924.41","7612.97","372"
"742","1279.31","354","3.888","3.627","2132.3439999986","2924.31","7599.22","371"
"743","1278.41","352.80000000075","3.888","3.627","2132.3120000008","2924.31","7595.19","370"
"744","1278.88","352.80000000075","3.888","3.627","2127.2001428567","2924.34","7600.91","369"
"745","1246.34","360","3.876","3.803","1897.4059999995","2779","7989.84","368"
"746","1255.62","350.09999999963","3.877","3.909","1826.3440000005","2708.34","7770.84","367"
"747","1256.94","349","3.88","3.634","2065.5178571436","2852.38","7603","366"
"748","1263","350","3.882","3.633","2070.6607142854","2852.38","7500.12","365"
"749","1269.31","351.59999999963","3.885","3.631","2091.1691428572","2888.31","7531.88","364"
"750","1268","350.5","3.886","3.631","2108.375","2888.38","7505.88","363"
"751","1268.62","351.33333333395","3.886","3.631","2106.5977142863","2888.31","7554.06","362"
"752","1265.31","350.69999999925","3.885","3.63","2102.375","2888.38","7510.81","361"
"753","1261.19","349","3.885","3.63","2090.3120000008","2888.31","7500.38","360"
"754","1258.88","347.33333333395","3.885","3.631","2075.8035714291","2852.38","7492.75","359"
"755","1255.38","346.5","3.884","3.632","2065.3928571436","2852.25","7468.12","358"
"756","1255.5","347.33333333395","3.885","3.632","2055.1691428572","2816.31","7449","357"
"757","1256.81","347.73333333433","3.886","3.632","2055.1691428572","2816.31","7512.44","356"
"758","1256.69","347.40000000037","3.886","3.631","2060.3129999992","2816.31","7527.44","355"
"759","1257.56","348","3.886","3.631","2062.625","2818.62","7543.56","354"
"760","1257.44","346.40000000037","3.886","3.631","2060.25","2852.25","7546.38","353"
"761","1255.44","347","3.886","3.631","2060.375","2816.38","7580.56","352"
"762","1255.19","346.5","3.886","3.632","2054.3120000008","2816.31","7573.19","351"
"763","1252.31","346.66666666604","3.885","3.632","2054.375","2816.38","7599.12","350"
"764","1250.38","345.5","3.884","3.632","2044.8214285709","2816.25","7579.56","349"
"765","1247.12","345","3.883","3.633","2039.74057143","2816.31","7553.06","348"
"766","1245.31","344","3.884","3.633","2034.6607142854","2816.38","7595.19","347"
"767","1243.94","344","3.883","3.635","2029.4558571428","2780.31","7558.62","346"
"768","1243.62","343.80000000075","3.884","3.636","2024.25","2780.25","7550.25","345"
"769","1220.44","352.81200000085","3.873","3.798","1799.375","2667","7919.06","344"
"770","1221","340","3.872","3.912","1743.5120000001","2600.31","7779.5","343"
"771","1227.19","340","3.876","3.641","1962.5987142846","2744.31","7494.12","342"
"772","1234.19","342","3.878","3.639","1982.375","2744.38","7490.19","341"
"773","1238.62","343.19999999925","3.878","3.637","2000.3129999991","2780.31","7536.06","340"
"774","1242.12","343.33333333395","3.88","3.635","2013.9642857145","2780.25","7503.75","339"
"775","1239.88","342","3.881","3.634","2030.375","2780.38","7496.38","338"
"776","1238.25","343","3.88","3.635","2024.1870000008","2780.19","7454.69","337"
"777","1235.69","342.5","3.88","3.635","2024.3129999991","2780.38","7484.38","336"
"778","1234.38","341.69999999925","3.88","3.636","2012.3129999991","2780.31","7470.06","335"
"779","1232","340.5","3.88","3.636","2003.8035714291","2780.38","7429.94","334"
"780","1231.38","341.69999999925","3.88","3.637","1998.6607142854","2780.38","7441.62","333"
"781","1232.5","340.66666666604","3.88","3.638","1993.4548571445","2744.31","7474.12","332"
"782","1233","340.66666666604","3.88","3.636","1993.4558571428","2744.31","7467","331"
"783","1231.5","340","3.88","3.636","1993.4558571428","2744.31","7468.81","330"
"784","1228.88","340","3.88","3.637","1993.5178571436","2744.38","7489.62","329"
"785","1228.56","338.40000000037","3.88","3.637","1988.3129999991","2744.31","7473.19","328"
"786","1227.12","338","3.88","3.637","1988.375","2744.38","7475.25","327"
"787","1224.88","337.5","3.879","3.638","1983.1691428572","2744.31","7461.5","326"
"788","1223.12","338.66666666604","3.879","3.638","1976.3120000008","2744.31","7457.88","325"
"789","1221.06","338.5","3.878","3.638","1972.8214285709","2744.25","7454.12","324"
"790","1218.5","336.66666666604","3.877","3.64","1967.7415714282","2744.31","7413.12","323"
"791","1214.56","334.66666666604","3.877","3.639","1962.5357142854","2708.25","7461.19","322"
"792","1211.94","335.46666666679","3.877","3.641","1952.375","2708.38","7439.38","321"
"793","1200.06","344.4375","3.87","3.804","1694.375","2555","7858.5","320"
"794","192382.49","5640","4.236","3.351","56100.003999999","67345.63","67345.63","319"
"801","1232.67","341","3.873","3.65","2013.9392857142","2780.22","7845.09","312"
"802","1235.62","340.5","3.876","3.647","2034.6367142871","2780.35","7596.45","311"
"803","1239.07","339.92479999922","3.877","3.648","2039.7805714291","2780.35","7564.77","310"
"804","1239.74","340.80000000075","3.877","3.645","2044.8604285698","2816.29","7539.11","309"
"805","1241.28","342","3.878","3.646","2042.2695000004","2816.25","7555.33","308"
"806","1242.81","341.33333333395","3.879","3.644","2044.9224285707","2816.35","7541.31","307"
"807","1237.86","340","3.878","3.644","2044.8914285712","2816.32","7547.62","306"
"808","1238.3","340.80000000075","3.878","3.645","2029.462857144","2780.32","7519.8","305"
"809","1235.58","340","3.878","3.644","2029.4008571431","2780.26","7555.91","304"
"810","1231.39","339","3.876","3.644","2019.208142858","2780.35","7505.16","303"
"811","1231.78","338.66666666604","3.877","3.644","2012.3509999998","2780.35","7576.83","302"
"812","1228.48","338.09999999963","3.875","3.644","2003.6475714296","2744.22","7496.64","301"
"813","1231.94","340","3.876","3.644","1993.5248571411","2744.38","7507.39","300"
"814","1232.95","337.4961249996","3.877","3.644","2006.2889999989","2744.29","7586.09","299"
"815","1232.25","338.66666666604","3.875","3.643","2003.7415714282","2744.31","7575.81","298"
"816","1236.52","340","3.878","3.643","2003.7725714277","2744.34","7589.86","297"
"817","1236.61","340","3.877","3.642","2014.1982857138","2780.48","7612.11","296"
"818","1228.28","351.60199999996","3.874","3.802","1785.25","2646.02","7979.39","295"
"819","1212.36","335.5","3.868","3.91","1784.3279999997","2636.33","7842.47","294"
"820","1204.09","334.66666666604","3.868","3.648","1952.2659999989","2708.27","7539.91","293"
"821","1198.75","333","3.867","3.65","1928.3599999994","2672.36","7466.89","292"
"822","1202.08","332.66666666604","3.868","3.65","1911.1701428592","2672.31","7457.38","291"
"823","1204.09","332.66666666604","3.871","3.649","1922.3279999997","2672.33","7451.42","290"
"824","1200.03","332","3.868","3.648","1921.4708571434","2672.33","7497.8","289"
"825","1211.47","333.33333333395","3.871","3.649","1910.3439999986","2672.34","7506.84","288"
"826","1215.38","335.33333333395","3.874","3.646","1946.3440000005","2708.34","7462.03","287"
"827","1215.25","334.40000000037","3.874","3.645","1957.5178571436","2708.38","7506.59","286"
"828","1216.59","336","3.875","3.644","1957.4868571442","2708.34","7512.5","285"
"829","1215.09","334.40000000037","3.874","3.644","1957.4868571442","2708.34","7536.75","284"
"830","1214.78","335","3.874","3.645","1952.375","2708.38","7490.38","283"
"831","1209.16","332.66666666604","3.874","3.645","1952.3129999991","2708.31","7550.56","282"
"832","1207.12","334","3.873","3.646","1931.74057143","2672.31","7517.53","281"
"833","1206.41","332","3.874","3.646","1928.3439999986","2672.34","7567.38","280"
"834","1182.19","327.33333333395","3.863","3.646","1926.6287142858","4204.28","7070.44","279"
"835","1189.34","328","3.87","3.652","1864.8524285704","2600.28","7307.91","278"
"836","1185.78","327.33333333395","3.869","3.65","1880.25","2636.25","7381.09","277"
"837","1184.94","327.33333333395","3.869","3.651","1874.375","2600.38","7361.56","276"
"838","1182.44","326.66666666604","3.869","3.651","1870.0262857154","2600.31","7411.25","275"
"839","1192.16","329.33333333395","3.872","3.651","1859.6785714291","2600.25","7469.03","274"
"840","1185.03","326.66666666604","3.869","3.65","1885.4558571428","2636.38","7438.47","273"
"841","1184.69","325.33333333395","3.87","3.651","1864.8834285717","2600.31","7410.91","272"
"842","1189.31","340.79649999924","3.867","3.809","1638.3439999986","2478","7912.53","271"
"843","1196.41","330","3.87","3.913","1652.3440000005","2492.34","7849.06","270"
"844","1184.28","329.19999999925","3.867","3.649","1900.9154285714","2636.34","7537.28","269"
"845","1170.81","324.66666666604","3.864","3.652","1864.88442857","2600.31","7464","268"
"846","1170.66","324.66666666604","3.864","3.654","1826.3430000003","2564.34","7408.78","267"
"847","1171.44","324.40000000037","3.863","3.654","1826.25","2564.25","7374.47","266"
"848","1168.28","322","3.863","3.655","1833.9332857151","2564.22","7375.38","265"
"849","1167.56","322.66666666604","3.865","3.654","1828.9154285714","2564.34","7364.97","264"
"850","1168.88","323.33333333395","3.866","3.655","1823.74057143","2564.31","7418.31","263"
"851","1177.31","324.80000000075","3.869","3.656","1828.8214285709","2564.25","7440.5","262"
"852","1181.12","326.66666666604","3.869","3.653","1854.6607142854","2600.38","7431.69","261"
"853","1180.25","324.66666666604","3.87","3.651","1862.1879999991","2600.19","7455.31","260"
"854","1180","324.66666666604","3.869","3.652","1856.4370000008","2600.44","7424.69","259"
"855","1179.31","323.33333333395","3.87","3.653","1856.4370000008","2600.44","7440.12","258"
"856","1178.69","324.90000000037","3.87","3.652","1856.3120000008","2600.31","7455.62","257"
"857","1176.81","324","3.869","3.652","1856.375","2600.38","7414.69","256"
"858","1176.75","324","3.869","3.652","1854.6607142854","2600.38","7457.62","255"
"859","1172.75","323.33333333395","3.869","3.652","1849.3928571436","2600.25","7417.56","254"
"860","1166.75","322.47619047761","3.867","3.653","1839.2321428563","2564.38","7367.5","253"
"861","1162.44","321.33333333395","3.865","3.655","1823.8035714291","2564.38","7413.75","252"
"862","1159","320.66666666604","3.864","3.655","1808.25","2528.25","7382","251"
"863","1156.62","318.85714285634","3.863","3.657","1798.0892857145","2528.38","7358.62","250"
"864","1156.12","320","3.864","3.656","1798.0262857154","2528.31","7347.88","249"
"865","1159.31","319.23809523694","3.864","3.656","1797.9642857145","2528.25","7395.5","248"
"866","1170.56","333.625","3.865","3.799","1547.375","2387","7802.12","247"
"867","1169.94","324","3.865","3.915","1604.25","2420.25","7880.25","246"
"868","1160.06","320","3.864","3.655","1834.0892857145","2564.38","7523.44","245"
"869","1153.31","320","3.863","3.658","1803.1071428563","2528.25","7450.25","244"
"870","1144.25","316.80000000075","3.86","3.659","1784.25","2528.25","7356","243"
"871","1136","315.33333333395","3.858","3.66","1756.75942857","2492.19","7387.31","242"
"872","1141.88","316.66666666604","3.86","3.663","1736.3129999991","2456.31","7342.56","241"
"873","1134.19","314.66666666604","3.858","3.66","1751.61557143","2456.19","7344.69","240"
"874","1143.06","316","3.861","3.661","1731.1071428563","2456.25","7329.56","239"
"875","1140.81","316.66666666604","3.86","3.66","1756.8214285709","2492.25","7359.5","238"
"876","1141.81","316","3.86","3.66","1751.6165714282","2456.19","7382.94","237"
"877","1149.69","317.19999999925","3.863","3.661","1756.9464285709","2492.38","7369.75","236"
"878","1149.69","316","3.864","3.658","1772.3120000008","2492.31","7372.75","235"
"879","1151.44","318","3.864","3.658","1772.1870000008","2492.19","7364.81","234"
"880","1151.69","318","3.864","3.658","1777.3928571436","2492.25","7427.12","233"
"881","1154.38","317.65714285709","3.863","3.658","1777.3928571436","2492.25","7435.38","232"
"882","1154.5","318","3.864","3.657","1787.6785714291","2492.25","7388.25","231"
"883","1152.94","319.19999999925","3.863","3.656","1787.74057143","2492.31","7422","230"
"884","1148.19","317.82857142948","3.863","3.66","1782.6607142854","2492.38","7423.88","229"
"885","1144.56","316.80000000075","3.861","3.658","1772.375","2492.38","7409.12","228"
"886","1136.75","314.66666666604","3.86","3.659","1762.1512857154","2492.44","7405","227"
"887","1134.94","314","3.86","3.661","1741.5178571436","2456.38","7393.06","226"
"888","1133.81","313.54285714403","3.86","3.661","1736.3120000008","2456.31","7364.44","225"
"889","1131.38","312.5142857153","3.859","3.662","1731.1701428555","2456.31","7386.12","224"
"890","1142.44","326.375","3.858","3.804","1463.375","2289","7887.81","223"
"899","1147.42","317.19999999925","3.857","3.662","1777.4308571443","2492.29","7628.77","214"
"900","1147.39","318","3.857","3.662","1784.3200000003","2492.32","7470.59","213"
"901","1145.18","316.28571428545","3.858","3.662","1782.6397142876","2492.35","7444.35","212"
"902","1140.1","315.33333333395","3.857","3.662","1772.3199999984","2492.32","7394.02","211"
"903","1139.75","316","3.858","3.664","1756.8284285702","2492.26","7384.35","210"
"904","1137.6","314","3.858","3.663","1756.9274285715","2456.36","7369.51","209"
"905","1142.95","315.33333333395","3.859","3.665","1751.7495714277","2456.32","7420.67","208"
"906","1139.07","314.5714285709","3.859","3.662","1767.2391428575","2492.38","7412.26","207"
"907","1138.53","314.66666666604","3.859","3.664","1751.7485714294","2456.32","7396.09","206"
"908","1145.66","315.59999999963","3.861","3.664","1751.6555714291","2456.23","7427.77","205"
"909","1144.77","316","3.86","3.661","1767.1151428558","2492.29","7487.62","204"
"910","1139.2","313.90476190485","3.86","3.663","1767.1071428563","2492.25","7395.87","203"
"911","1137.88","314","3.86","3.663","1751.6998571418","2456.26","7397.22","202"
"912","1136.16","312.1904761903","3.861","3.663","1751.7795714307","2456.35","7396.52","201"
"913","1136.19","314","3.859","3.663","1746.6457142849","2456.36","7402.75","200"
"914","1119.91","321.6015000008","3.849","3.807","1477.3439999986","2303.02","7935.33","199"
"915","191180.17","168943.684","4.228","3.353","54540.004000001","65881.38","65881.38","198"
"916","1115.2","312.17142857052","3.84","3.601","2699.3199999984","3860.32","11610.72","197"
